Corpus,Label,ID,Quote Text,Response Text
GEN,sarc,GEN_sarc_0013,You haven't provided any evidence the Bible is a fairy tale. But I do think you like the sound of those last two words in the previous sentence.It's God or the government (Romans 13) in the NT who dispense capital punishment. If you weren't so consumed with your illicit gay sex escapades to read the NT you would have known that.Keep screwing around and God himself just might take you and/or your buddy Jazy off the earth like he did with Annanias Sapphira in the Book of Acts.,"Wow, everyone's just shakin' in their boots that your imaginary god will magick them off the earth! emoticonXKillemoticonXKillemoticonXKillemoticonXBanghead"
GEN,sarc,GEN_sarc_0014,"whatever 'rubber' was being exported probably ceased to be exported because of ravages of war during and after.Did you see any spike in the price of tyres, sorry 'tires' in the good old USA because of the Vietnam war ?natural rubber by the way is used mostly in big huge tyres not the size used in automobiles.Iraq was invaded to satisfy greed and ideology. American oil companies are still trying to get a preferential deal in their dealing with the Iraqi government.Now, what are the gringos and their lackeys (UK, NATO members et al) doing in Afghanistan, which has no oil, and no rubber? Are the gringos trying to protect and control the supply of heroin ? Myabe Saddam hid his WMDs (Weapons of Mass Delusion) in Kabul or nearby?",Quite amusing that you refer to westerners as Gringos. The last time I heard that was in a film about Pancho villa!
GEN,sarc,GEN_sarc_0015,The propaganda ministers must be working overtime to hit as many forums as possible. emoticonXRolleyes,"It looks like just Mucusaur, you and me, along with an entire thread of bots! (I'm not too sure about Mucusaur, to be honest!) ;)"
GEN,sarc,GEN_sarc_0016,"Like you say, it depends on how you define best...furthermore, a destruction caused by limiting freedom takes some time. These countries haven't been around that long remember (in terms of the type of government).","Ah, historical inevitability. I had no idea you were a marxist, Steeeeve! Unfortunately for you the same argument applies to the collapse of capitalism. And once again you conflate capitalism and freedom. Have you never heard of anarcho-syndicalism? And why is someone more free when their life is controlled by corporations than when those corporations are restrained by a democratic government?"
GEN,sarc,GEN_sarc_0017,"What are ""women's rights""? They special too? Now think ""women's rights"" but pretend you really don't like women, assuming you need to pretend.Same thing.","I have no idea what ""women's rights"" might be either. You could try to explain that to me while you are at it."
GEN,sarc,GEN_sarc_0018,"Joe lets face it, anyone that disagrees with you on gay marriage is bigoted or a homophobe.........No one can have a different opinion..That is sad.......","Says the one who calls everyone who disagrees with him about politics a ""Bush hater"" and then cowardly runs away. emoticonXRolleyes"
GEN,sarc,GEN_sarc_0019,lol.. Considering where the Dow was before Obama came into Office I think a little 270 point drop isn't going to effect anything.,You can thank Slick Willie Clinton who pushed through the sub-prime lending fiasco that eventually blew up under Bush. And gay-boy Barney Franks who oversaw the program.  
GEN,sarc,GEN_sarc_0020,"The problem with this is that usually when someone exercises ""their right"" it many times infringes on someones elses rights.","Don't even think about contriving how gay marrige violates YOUR RIGHTS assmonkey. That's the most ludicrous, inane statement I have yet heard from the Religious Right."
GEN,sarc,GEN_sarc_0021,"In typical fashion, and because because your man made science that teaches that the big bang signified the start of time, even though their was evidently no one around to record time back then, but you automatically assume that only after the so called big bang did time begin to exist.","Look, the ""no one was around to see it"" argument. ""If a tree falls in the woods, and no one was around to see it, did it really fall?"" You lost this one a long time ago, too. You never learn.  "
GEN,sarc,GEN_sarc_0022,What are you referring to here?,"Well, this guy is so bad ad arguing and so good at alienating people that if we sent him into the abortion forum, it is likely, he'd be so ineffective at defending his pro-life position thathe'd actually be contributing to the pro-choice position..."
GEN,sarc,GEN_sarc_0023,It's amazing that someone would list making medical decisions for a loved one who is unable to as a benefit.,"Another red herring gay argument. Ever hear of a medical power of attorney? You don't need marriage to have one, you know. emoticonXRolleyes   "
GEN,sarc,GEN_sarc_0024,"Besides, until you can show where Christians are walking into crowded marketplaces detonating body-attached explosives) .QUOTE]((Besides, until you can show where Christians are walking into crowded marketplaces detonating body-attached explosives,))I'd like to address this if I could, although the example I'm giving is not gay related, I'm am curious to see how you would respond to me asking about how Christians who are anti abortionist, will bomb clinics and murder the Doctors who perform the procedures? My point being it does relate to the OP original point? You can't pick and choose who it's OK to kill,, and gays and lesbians are a legitimate minority.",  Anyone wanna make any bets on who the newbie is here???
GEN,sarc,GEN_sarc_0025,"My bad,...I certainly wouldn't want to demean a guy/gal who kills babies for a living.","Doctor, not guy/gal. Say the words...... A doctor.   Baby is synonymous with infant. Is fetus synonymous with infant? Strange, isn't it?"
GEN,sarc,GEN_sarc_0026,Exactly. I'd like to know that myself. Since when has God promoted discrimination?,"Dude, it's, like, all over the Bible, man! Maybe if you hit your forehead with Bibles more often, you would know these things!"
GEN,sarc,GEN_sarc_0027,"In his early life, Smith had a reputation for drinking too much. Whether or not this affected his thinking is a question which should to be considered when asking questions about mormon theology.","Wow, that must be some good stuff he was drinking to keep him 'under the influence' for THAT long!! :p"
GEN,sarc,GEN_sarc_0028,That is why most pro-choicers support a time limit to abortions. But pro-lifers are I are even opposed to anti-conceptives. They are just religious fundamentalists.,Lets all make vast generalizations that are not true. Seems fun emoticonXRolleyes
GEN,sarc,GEN_sarc_0029,I guess this is why Texas is knee-deep in turds. emoticonXAgree,That must be why they like to wear boots in Texas.
GEN,sarc,GEN_sarc_0030,"Since evolution can't prove the book of Genesis (ancient history) false, and creationism does have some historical backing, they are comparable and they directly conflict.","Only those ignorant of science and evolution think that ""evolution"" has anything to do with the Bible. I guess that's because creationism is an attempt to pretend that mythology is somehow scientific and makes silly statements about science. It seems that science is somehow anti-Bible in that case when science debunks ignorance."
GEN,sarc,GEN_sarc_0031,Still dumb to compare the two. Both are no good. Theft is better then murder...however a theif bragging because he didn't murder is a fool..Chris Rock actually did a funny skit on this.,"So why did you say pot was worse than alcohol? Just because both are apparently bad, doesn't make one 'worse'. I'll point out that you compared the two first, so saying it's dumb to compare the two's shooting yourself in the foot."
GEN,sarc,GEN_sarc_0032,Will the gay pride movement again try to make a bug issue of out of a beauty pageant's view of gay rights? We'll see!,No but it will be funny to see what sex tapes this tramp did too....
GEN,sarc,GEN_sarc_0033,What a load of C.R.A.P... This post is IMO borderline trolling...,"Yes, it doesn't agree with your agenda so it must be trolling.   "
GEN,sarc,GEN_sarc_0034,"Matthew Levi was a Jew, Trebor, as were all of the Apostles (though they later became followers of another Jew, Jesus). And since you still claim to be an Old Testament Jew, then you need to embrace your own teachings I think. Or else show me in your Tanakh where they've been done away with.",Apparently someone doesn't read. Trebor was talking about me not being jewish in the following quote.  
GEN,sarc,GEN_sarc_0035,Any evidence to support this or is it just a neat excuse not to take any action?,Probably neat excuse. Do you expect jim to back that claim up? emoticonXGood Don't hold your breath.
GEN,sarc,GEN_sarc_0036,"It doen't matter what trimester it is in. The shear fact that you are arguing over something as irrelevant as the trimester of the pregnancy means that you already understand that a decision to have an abortion is an intent to take a life. By arguing if the baby is considered living, is just people's way of trying to justify what they already know is wrong, hoping that the excuse of ""if the baby isn't conscious of it, then it isn't that wrong."" It doesn't matter if the baby knows it or not. Even if it was conscious of it, it won't care in a second. The moral dilemma comes in that, you had the intent of killing and that is what makes abortion in any stage morally wrong!!!!The better question is, Should the government take action? because this is a wierd situation where the life is still 100% dependent of the mom and therefore a part of her body. The argument of a soul is negligable because there is no proof of the exsistence to of souls.I have no answer for you, just a plea to please keep an open mind and have compassion for both sides of the argument. It is the only way we can create progress and not hate.","We all agree that abortion is ""killing"". Killing something that has yet to become self aware is different IMO. Funny you request an open ""mind"". My point is that it ain't a human being if it ain't got no mind. That's why they unplug you when you're brain dead."
GEN,sarc,GEN_sarc_0037,"thanks to whites' attempt to assimilate africa, the ills you speak of have escalated ridiculously. tribal conflicts was the main drawback. AIDS, crime and poverty only started with the influence of whites trying to establish their culture in africa","Excuse me?! Didn't AIDS started because your homies either ate or did the nasty with monkeys, thereby crossing the species boundary? What did it have to do with ""da man""? And crime and poverty in Africa is also the white devil's doing? emoticonXConfused  "
GEN,sarc,GEN_sarc_0038,is this what politics and leading a country comes down to? could a picture of kerry in a bunny suit (even if it was a real bunny suit) really sway voters? or is this just to amuse already-established bush supporters?,"It probably was a bunny suit that he was supposed to wear. I guess he changed his mind, once again, and decided to wear this suit."
GEN,sarc,GEN_sarc_0039,"The liberal left is not mainstream, Trebor. Just check the last election on that one.","THe religious reigh is not mainstream either. And frankly, you are also confusing politics and religion. You do KNOW that there is a difference? You also know there is a differnece between hateful proclimations and scholarship, don't you??"
GEN,sarc,GEN_sarc_0040,Indeed where would one find better information. Certainly not from biblical accounts emoticonXDonno But I am not about to turn this thread into an platform for where you are trying to go.,"I'm not going anywhere with this thread. I just wanted to point out the obvious hypocrisy of everything your side represents, and nothing more. You all go right ahead and massage your shallow World views."
GEN,sarc,GEN_sarc_0041,"Yo shush yo mouth!Doncha knows that tha bible is fo believahs!Yas gotta believah furst!That's right, if you read it without believing first, you'll see the flaws and contradictions. You need to magic indwelling spirit of Suspension of Disbelief to fully understand what they bibles about.","Well, I guess you got something there. . . . . .can't put the cart before the hose!!"
GEN,sarc,GEN_sarc_0042,"Yeah, right. I'm not going to take that statistic seriously. It doesn't agree with the study done by the Violence Policy Center.",The VPC has a political agenda. The FBI? That is like saying I believe Coke taste better than Pepsi because the Coke commericial says so.
GEN,sarc,GEN_sarc_0043,"Second, in this very thread Arch has deliberately tied the two as one. There are at least three posts here where he has just done that. You'll notice right off the bat, despite a distinct clarification of YEC, and NOT Christanity as a whole, that Arch deliberately takes the discussion on YEC as a discussion on Christanity. Notice that the only person who argued the thread from a Christanity as a whole view was Arch. The rest of us deliberately stated otherwise.","So what you're saying is that by mentioning both in the same post, I'm saying that unless someone is a YEC then they aren't a christian? Because that is what you attributed to me. Yet you have yet to post evidence of me saying that to anyone. Nor have you supported your original claim here, you said this: Last I checked, no credible fossil fuel firm hired YEC geologists. Prove this assertion since you researched it thoroughly enough to start a thread about."
GEN,sarc,GEN_sarc_0044,"In effect you are asking ""To those of you who don't believe in Adam and Eve - what does Adam and Eve mean?"" which is, a nonsense question to put forward.You might be trying to invoke debate from Christians who take a non-literal Biblical approach, if this is what you desire, you have not put the question properly.",We came from apes not created. Why can't people figure that out did any body go to school around here.
GEN,sarc,GEN_sarc_0045,As far as the abortion issue goes there is no God that supports the murder of the innocent unborn in the womb........,"So, how many unborn babies did your God drown in Genesis? Talk about hypocrisy."
GEN,sarc,GEN_sarc_0046,George W. Bush is very anti-choice and pro-death penalty. He loves to pull the executioner's switch. See next post of Bush's mockery of Karla Faye Tucker.,"Not only would I throw the switch, I'd pay the electric bill, too. emoticonXGood"
GEN,sarc,GEN_sarc_0047,"If I may chime in, George W. Bush was not responsible for 9/11. As I have stated on one of the other threads, Bill Clinton,et. al. did not do a rat's (explicitive deleted) to improve intelligence sharing between Law enforcement and intelligence. Does Able Danger ring a bell? emoticonXConfused emoticonXConfused",Stick with the bass guitar. emoticonXRolleyes   And if you break a string....TRY not to blame it on Clinton. :p
GEN,sarc,GEN_sarc_0048,What's the difference between humans and chimps?,Over the Internet that can be a particularly difficult call...
GEN,sarc,GEN_sarc_0049,You want Jesus? Then read John 3:36 because it applies to people like you who deny Christ.,"Why would I want lies , deceptions and superstition? I mean, if believing in Jesus makes people act like you, NO THANKS"
GEN,sarc,GEN_sarc_0050,"The reason his sentiments confirm the worst fears of creationists isn't because Lewontin alone has those sentiments, it's because creationists can clearly see those sentiments in the NY Times editorial board, CNN, ABC, Dan Rather, Handgun Control, The Sierra Club - the list is almost endless. Miller continues;","Because the NY Times, CNN, ABC, Dan Rather, and Handgun Control are all atheist-lead and anti-Christianity. Yeah."
GEN,sarc,GEN_sarc_0051,We haven't been talking about marketing techniques at all...just whether prayer ever works or not.,"Well, when the people who market prayer come up with evidence that it works as described, let us know! As a meditation technique, it might work fine, who knows, but then, so do many other methods.  "
GEN,sarc,GEN_sarc_0052,"I do. Buying into banks with tax dollars bolsters cash flow without printing new money. UK just bought 60 plus billion dollars worth of stock in three UK banks. We need to do the same...without assuming control of the banks.But why should I worry? Our saviour Obama will solve all of our problems when he ""spreads the wealth around"".","Buy stock in the failing banks? What a great investment. Tell me, where does the money come from?"
GEN,sarc,GEN_sarc_0053,"I know what happens when you have no argument. Besides, you said you were ignoring me. Does that make you a liar? To hell with you, oh spawn of the devil, to burn for eternity.","I'll let you know if or when I'm ignoring you, O Hell-bound spawn of Satan."
GEN,sarc,GEN_sarc_0054,"Have you read my ""signature"" lately? By asking God for forgiveness of your sins, asking him to come into your heart and govern your life, and following His commandments, you don't have to go to hell. Everyone is a sinner...it's whether or not you ask God for FORGIVENESS and decide to CHANGE that gets you into heaven. Yes, gays go to hell. They sin and do not change their sinful ways or ask for forgiveness.","so if right now, i ask god for forgivness, someone kills me, i will go to heaven by default? makes sense to me, i mean, i dont have time to sin..."
GEN,sarc,GEN_sarc_0055,"Hey, does this mean you've found a definition for 'life' that you like yet? I'm still waiting...","Not quite sure what you are talking about, Iangb. And I really don't have time to crack the code so if you have a specific question, just ask it already."
GEN,sarc,GEN_sarc_0056,"Oh, so now it's a fetus? In your other posts it was a ""baby"" CUNx.","  Are you being dense on purpose? I said that I'm not all into the semantics of baby/fetus. I'll conceid that its killing a baby. The TERM for it is fetus, fetus' become babies. I see the logic there (in fact I think I'm agreeing with you). Why must you keep pounding this drum?  "
GEN,sarc,GEN_sarc_0057,"It's not just in case of an emergency. It's for everyday life. When I have to learn Spanish just to order a burger at the local Micky Dee's, that's a problem. Or when I'm trying to get some help at Wally World. So yes, I think that we need to establish a national language. ""Should an English speaker learn to speak Spanish if they're going to Miami, LA or or other city where 99% of the language spoken is Spanish?""No, because LA is in California, which is in the US, and most of the US speaks English.","When do you advocate breeding blond haired, blue eyed citizens to purify the US?"
GEN,sarc,GEN_sarc_0058,"Yeah, free to do whatever you want without worrying about the consequences. The joy of a life without believing in God.","that's right, i don't want ANOTHER parental figure to tell me what to do, when to do it, and how to do it."
GEN,sarc,GEN_sarc_0059,"You really have a rather macabre streak in you, Jim. Public executions and dinosaurs eating cows....... :p",...or we could feed the criminals to the dinosaurs!...save the cows for meatloaf.
GEN,sarc,GEN_sarc_0060,"The idea of abortion as population control is absurd, especially forced abortions as someone mentioned a few posts ago. Anyone who has read a biology book knows the world has methods of population control on its own, we don't need to be doing stuff like that ourselves.This stat sounds more than a bit inflated. Seeing as it comes from a website called ""women's issues"" it is probably not all that credible.",You question others sources and credibility yet you parade around under the name of a giant cartoon Shake?
GEN,sarc,GEN_sarc_0061,true,"* - edit: you know, actually, evidence in the form of experimental results are reviewed, or at least the methods are reviewed, and then if the experiment isn't reproducible then the evidence becomes suspect, so in that light evidence is, sort of, reviewed. Eh, who cares?)"
GEN,sarc,GEN_sarc_0062,"So stupendously unlikely is the perfect mutation at the perfect time that calculating the odds against it taking place even once exceeds our imaginative capacity. It is, in fact, a miracle. Now multiply this improbability for all the useful traits belonging to more than fifty million life forms, and you see just how profoundly and irredeemably implausible neo-Darwinism really is.",And yet here we are and neo-Darwinism continues to have empirical support right and left with no sign of it being falsified in sight as of yet. Why might that be? And you Bertvan do not exist since you are so highly improbable. Therefore I can safely assume that your post above just happened without your existense.
GEN,sarc,GEN_sarc_0063,Said like a cruel evil person who has no concern for his fellow man.,"Said like a lazy, ignorant person who would rather live off the sweat of others than go out and earn for himself."
GEN,sarc,GEN_sarc_0064,Go for it. But as long as that Bible exists it will always be a sin. God is not fooled.,"Yeah, so will slaves who don't know their Biblical place under their masters, and women who don't submit to men."
GEN,sarc,GEN_sarc_0065,The historical Gospels bust your sorry butt all day long. LOL!!,So you haven't got an answer to the question and prove that you are 'busted'.. That's OK...as long as we can all see that.
GEN,sarc,GEN_sarc_0066,"Well then, why the bloody hell would we trust your carnal mind to tell us about the things of God, or in fact why would we trust the carnal minds of the writers of the Bible to tell us about the things of God.",You wouldn't. More likely you'll pursue your Wiccan follies until Judgment Day and then wonder what hit you.
GEN,sarc,GEN_sarc_0067,"Do you think he's wrong when he stated that Darwin never used the term ""Survival of the Fittest?""","If I had said that, I would have been wrong. But the fact is that I didn't say that. You seem to have a problem in undertanding English. Let me help. Here is what I said:  "
GEN,sarc,GEN_sarc_0068,This is enough for me to realize that you do not understand what you are talking about.,It is also enough for me to realize you people are using words without definitions.   
GEN,sarc,GEN_sarc_0069,Whether it is man made or natural or both factors work together; I think it is the beginning of serious changes in the atmosphere.,Yeah. It's snowing sooner here in the Midwest. I think the next Ice Age is coming.
GEN,sarc,GEN_sarc_0070,"Maybe they dont' rejest the bible teachings, but interpret it differently than you.","Yeeees, that's why option 4 as I wrote it says ""reinterpret"" as opposed to ""reject.""   Having a bad reading day, eh?"
GEN,sarc,GEN_sarc_0071,According to what? Are you saying you should be able to kill a baby 2 inches from being born if you wanted? It isn't born yet.,It also isn't a baby yet either. It is called a fetus.
GEN,sarc,GEN_sarc_0072,"So we should just completly screw them over, and let everything we have faught for go down in vain?",You already screwed them over when you decided to cover their country in radioactive dust. Depleted uranium is a real bitch.  
GEN,sarc,GEN_sarc_0073,"You didn't mind commenting about God ('the Lord's prophets') just before I wrote my question above to you, so why are you running scared or bugging out now?Looks to me like you couldn't answer the question. So where's the beef? Answer the question?  Tell me how God creates mankind with free will but at the same time doesn't allow man to sin?","You know my answer: There is no god and no one ""created"" mankind. But the discussion over the existence of god belongs rightly under ""Religious"" or ""Philosophy"" section, not abortion.   Is this one of the tactics you fundies frequently practice? Change the subject when you are about to lose?"
GEN,sarc,GEN_sarc_0074,Does a cheese grater count?Or how about this? One guy held up three separate banks with a simple knife.,"No, you at least need a sling shot and ball bearings, lol."
GEN,sarc,GEN_sarc_0075,and are only trying to earn themselves brownie points in heavan.,And you are only trying to earn yourself brownie points in hell.
GEN,sarc,GEN_sarc_0076,"I'd sooner trust Mr. Injustice Scalia to be impartial. emoticonXRolleyes But as I say, you guys want to mudwrestle and judge mudwrestling, go right ahead.","And like I said, your opinion is worth exactly NOTHING. emoticonXRolleyes"
GEN,sarc,GEN_sarc_0077,"see for yourselves. the fact remains that in the caribbean, the small towns and the pre-invasion african countries, poverty and crime was near nil. yes criminals existed, but not in the rampant way we see today. and yes people had no money, but everyone was self-sufficient and contented with the standard of life. there were no huge social gaps like there are today.","Are you kidding me?! You think that blacks living in Third World Carribean and African countries are ""content?!"" They're starving by the tens of thousands per day or living so far below the poverty level that it's unimaginable. Maybe you should wander off the beach sometime and see for yourself.  "
GEN,sarc,GEN_sarc_0078,"Here's a picture of what erosion can do.http://upload.wikimedia.org/wikipedi..._Bend_1_md.jpgA nameless person here believes that a fossil eroding from the surface at the base of the cliff is of the same age as one found at the top of the cliff. After all, they are both found on the surface. But that's the logic of creationism.",The horsehoe bend was cretaed by the flood in the image of the immaculate horseshoe. repent heathen!
GEN,sarc,GEN_sarc_0079,"AN AK-47 assault rifle, a high-calibre sniper rifle and machine guns are among a large cache of weapons uncovered by police in a sting operation culminating in a series of Sydney raids.Undercover officers bought a range of illegal guns, including the AK-47, over a series of months from a targeted supplier.In a similar raid yesterday, in Powder Works Road, Elanora Heights, officers seized a large cache of weapons. It included a 22 Magnum revolver, a 12-gauge shotgun, a .410 calibre shotgun and ammunition, two .22 calibre rifles, two Lee Enfield .303 bolt-action rifles, a M6 Scout dual calibre shotgun/rifle, a .270 calibre bolt-action rifle, a .45 calibre muzzle loading rifle, a 22-250 calibre bolt-action rifle andXa Martini Action rifle.","  I know, maybe the American criminals will just import guns in with their Mexican illegal drugs. I don't know for sure but I believe the Mexican Drug gangs wouldn't mind another revenue stream. Net results, Zilch, nada, zero. But you know that! emoticonXSmilie Gun control is nothing but a scam!"
GEN,sarc,GEN_sarc_0080,"My father never lied and if he were still alive, he'd smash your face in.","Careful now, Simone. A lesser man might report you to the moderator.;)  "
GEN,sarc,GEN_sarc_0081,"yeah, as I said, a lot of the polls seem to contradict each other. If I get a chance (I am at work) I will make a post showing what I mean by trend...However, looking at it now..it really means nothing because all the polls seem messed up.",If the same question had been posed by different polls over time it would be easier to draw trends from the responses..... but good luck with finding some trends in amongst that lot.
GEN,sarc,GEN_sarc_0082,Highly unlikely. http://www.washingtontimes.com/natio...5634-1828r.htmShe is well known for extremist views. She will not garner the support of the necessary moderates.,"Ah, the esteemed Washington Times, the rag of that Korean Reverend who does the mass marriages and other weird stuff--um, what's his name now?"
GEN,sarc,GEN_sarc_0083,I recommend leaving a night light on and sleeping with one eye open. That boogeyman is MEAN. You hf. emoticonXHoho Waxy,Haaaaa Haaaaa Haaaaaaah haahhhha HAhaaaa. My GOD I can't stop laughing Heeee Haaaa.
GEN,sarc,GEN_sarc_0084,"I suppose we will just have to agree to disagree. IMHO, the good reason is to prevent a wholesale bloodbath in the streets.I live in a concealed-carry state, and I am terrified every time I walk down the street not knowing what lunatic is armed and angry.emoticonXAngry",Well you wouldn't have to 5hit yourself everytime you walked down the streets if you had a gun yourself.
GEN,sarc,GEN_sarc_0085,"It's a sin, Matthew. And homosexual relations are unnatural, according to scripture. Are there other Scriptures in the New Testament which deal with homosexuality?Yes. Romans 1:24-27; I Timothy 1:10 and Jude 7. If one takes these Scriptures seriously, homosexuality will be recognized as an evil. The Romans passage is unmistakably clear. Paul attributes the moral depravity of men and women to their rejection of ""the truth of God"" (1:25). They refused ""to retain God in their knowledge"" (1:28), thereby dethroning God and deifying themselves. The Old Testament had clearly condemned homosexuality but in Paul's day there were those persons who rejected its teaching. Because of their rejection of God's commands He punished their sin by delivering them over to it.","Your problem is that you take the Bible as the Literal Word of the Invisible man which everyone with a brain knows it is NOT. There are other ""Sins' listed in the old testament that you ignore and try to explain away but you know as well as I that Jesus did not change the Laws. If you want others to live by your False book of fairy tales it would be a Good Idea for you to read it and follow it yourself first. Choosing one or two scriptures and using them to attack people is only making you look foolish.  "
GEN,sarc,GEN_sarc_0086,A federal judge has blocked the implementation of a new Arizona law that would strip same-sex domestic partners who are state employees of family health care benefits. The judge ruled that the new law violates the equal protection clause of the 14th amendment to the U.S. constitution. Check out the story in the Arizona Republic: Judge blocks Arizona law on domestic-partner benefits,Good news. It seems as time goes on Arizona attempts to become more and more intolerant and bigoted. Thankfully he put an end to this one (too bad not the immigration one).
GEN,sarc,GEN_sarc_0087,"Once again cookie, I have shown you clearly that ahm a dam nut job wants to force the return of the 12th imam through the 3rd world war. That is his method of forcing islam onto the world as the one true religion. And all of your excuses and justifications for what he represents wont change that aspect of his beliefs and agenda.",Once again archie squirms when the definition of regime is pointed out to him and it nullifies his claims.........
GEN,sarc,GEN_sarc_0088,Ftpaaaagh! Clive! 'Twas the other way around. For 'twas us Vikings who gave you Brits all your culture. I am sharpening my double-headed axe as I post this. emoticonXMad,Two Vikings on one board? Time to beat a hasty retreat before I'm pillaged emoticonXChicken
GEN,sarc,GEN_sarc_0089,"John 7:24""Judge not according to the appearance, but judge righteous judgment""","Once again, you have attempted to use the Bible to further your agenda and have been found lacking. emoticonXRolleyes   "
GEN,sarc,GEN_sarc_0090,it's the other way around:,So you are saying that we determine our DNA? Do you actually think before typing?
GEN,sarc,GEN_sarc_0091,i have no facts but would speculate it was more about punishing those who chose not to marry(rogues) than the other way around. ever notice how wives often have a problem with their husband's single guy friends?,"Ha.a.a.a :p emoticonXGood Good one, sinjin.  What is the sound of one hand clapping.....?  Ladywolf,  Your answer will probably come from many different sources. Your idea that it evolved is pretty-much it, IMO."
GEN,sarc,GEN_sarc_0092,"You have just proven my point MWLA, from your first link, 2nd paragraph at top of page.","Oh, look, removing a quote from its context. How about your address my textbook definition next?  "
